Fecha de Presentacion;Proyecto;Codigo;Proponente(s);Cargo;Comision;Estado;Total_Propuestas;;;
3/8/2010;Proyecto de Ley Reformatoria a la Ley de Hidrocarburos;Cod. AN-2014-531 / S/N;FRANCISCO VELASCO ANDRADE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Segundo Debate en el Pleno;3;;;
3/8/2010;Proyecto de Ley de Reconocimiento a los Héroes y Heroínas Nacionales;Cod. AN-2014-532 / 40641; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Relaciones Internacionales y Movilidad Humana;Publicado / ;109;;;
3/8/2010;Proyecto de Ley de Creación de la Universidad Nacional de Orellana Joya de los Sachas;Cod. AN-2014-535 / 40339;MAGALI MARGOT ORELLANA MARQUINEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;10;;;
30/7/2010;Proyecto de Ley Orgánica Reformatoria al Código Penal, Código de la Niñez y Adolescencia, Código de Ejecución de Penas y Rehabilitación Social y al Código Orgánico de la Función Judicial ;Cod. AN-2014-529 / 40035;PESÁNTEZ MUÑOZ WASHINGTON;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / ;1;;;
29/7/2010;Proyecto de Ley Reformatoria a la Ley Orgánica de la Función Legislativa;Cod. AN-2014-526 / 39791;MENDOZA GUILLÉN TITO NILTON;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Unificado / ;1;;;
29/7/2010;Proyecto de Ley Reformatoria de la Ley Reformatoria a la Ley de Hidrocarburos y a la Ley de Régimen Tributario Interno;Cod. AN-2014-528 / 39887;COBO MONTALVO FAUSTO ANTONIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Segundo Debate en el Pleno;2;;;
29/7/2010;Proyecto de Ley de Régimen de Transición para Elecciones Legislativas y Presidenciales Anticipadas Aplicable a la Destitución de la Presidenta o Presidente de la República y Disolución de la Asamblea Naciona;Cod. AN-2014-527 / 39815;ABDALA JAIME BUCARAM PULLEY;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Archivado;5;;;
27/7/2010;Proyecto de Ley Reformatoria al Código de Policía Marítima ;Cod. AN-2014-525 / 39508;ORTIZ COBOS LUIS ALFREDO ;ASAMBLESITAS / ASAMBLEA NACINAL;Comisión de Relaciones Internacionales y Movilidad Humana;Archivado / ;8;;;
16/7/2010;Proyecto de Ley Reformatoria al Código Penal, Código de Procedimiento Penal y Leyes Conexas;Cod. AN-2014-524 / 38640; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;109;;;
15/7/2010;Proyecto de Ley de Responsabilidad Penal para Adolescentes Infractores;Cod. AN-2014-523 / 38407;PACO FIERRO OVIEDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Segundo Debate;28;;;
14/7/2010;Proyecto de Ley para la Reparación de las Víctimas y Judicialización de Graves Violaciones de Derechos Humanos y Delitos de Lesa Humanidad ocurridos en el Ecuador entre el 14 de octubre de 1983 y el 31 de diciembre de 2008;Cod. AN-2014-522 / 38383;GUTIÉRREZ VERA FERNANDO;defensor del pueblo / defensoria del pueblo;Comisión de Justicia y Estructura del Estado;Publicado / ;2;;;
7/7/2010;Proyecto de Ley de Legalización de Terrenos a Favor de los Moradores y Posesionarios de los Predios que se Encuentran Ubicados Dentro de la Jurisdicción del Cantón Playas;Cod. AN-2014-519 / 37620;JUAN CARLOS CASSINELLI CALI;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Archivado;2;;;
7/7/2010;Proyecto de Ley Reformatoria a la Ley Orgánica de Régimen Especial para la Conservación y Desarrollo Sustentable de la Provincia de Galápagos;Cod. AN-2014-521 / 37731;ANDRES TARQUINO PAEZ BENALCAZAR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Biodiversidad y Recursos Naturales;En trámite / Archivado;40;;;
6/7/2010;Proyecto de Ley Orgánica Reformatoria al Código Penal y Otros Cuerpos Legales, para la Defensa de los Derechos Fundamentales a la Vida y a la Integridad Física de las Personas ;Cod. AN-2014-520 / 37476;CUJI COELLO HENRY ALBERTO;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;11;;;
1/7/2010;Proyecto de Ley Reformatoria de la Ley de Hidrocarburos ;Cod. AN-2014-518 / 36891;MAGALI MARGOT ORELLANA MARQUINEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;10;;;
30/6/2010;Proyecto de Ley Reformatoria a la Ley Reformatoria para la Equidad Tributaria en el Ecuador ;Cod. AN-2014-517 / 36790;GUILLÉN ZAMBRANO RICHARD TIRONE;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;5;;;
25/6/2010;Proyecto de Ley Reformatoria a la Ley de Hidrocarburos y a la Ley de Régimen Tributario Interno;Cod. AN-2014-515 / 36248; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Envío del texto aprobado a la Presidencia de la República;109;;;
24/6/2010;Proyecto de Ley Reformatoria a la Ley Especial del Sector Cafetero ;Cod. AN-2014-510 / 36131;RODRÍGUEZ FÉLIX SARUKA MARÍA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;En trámite / Archivado;6;;;
24/6/2010;Proyecto de Ley Reformatoria a la Ley de Extranjería ;Cod. AN-2014-513 / 36209;VÉLEZ CABEZAS JOSÉ LUIS FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Relaciones Internacionales y Movilidad Humana;En trámite / Archivado;14;;;
24/6/2010;Proyecto de Ley que Reforma el Artículo Innumerado 22 de la Reformatoria al Capítulo V del Libro II del Código de la Niñez y Adolescencia;Cod. AN-2014-514 / 36208;VÉLEZ CABEZAS JOSÉ LUIS FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Segundo Debate en el Pleno;14;;;
24/6/2010;Proyecto de Ley Reformatoria a la Ley Orgánica de la Función Legislativa;Cod. AN-2014-511 / 36195;HERRERÍA BONNET PABLO ENRIQUE;ASAMBLEISTA / ASAMBLEA ANCIONAL;No Asignada;Unificado / ;5;;;
24/6/2010;Proyecto de Ley que Prohibe el Consumo de Tabaco y Cigarrillos en Lugares Públicos y Privados;Cod. AN-2014-512 / 36207;VÉLEZ CABEZAS JOSÉ LUIS FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / ;14;;;
24/6/2010;Proyecto de Ley Reformatoria de la Ley de Seguridad Social ;Cod. AN-2014-509 / 36106;CRUZ RAMÍREZ GUILLERMINA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Unificado / ;3;;;
22/6/2010;Proyecto de Ley Reformatoria  al  Código de la Niñez y Adolescencia;Cod. AN-2014-508 / 35885;AGUIRRE CORDERO FERNANDO ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Segundo Debate en el Pleno;3;;;
22/6/2010;Proyecto de Ley Reformatoria a la Ley de Hidrocarburos ;Cod. AN-2014-507 / 35779;VACA JÁCOME GALO FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Segundo Debate en el Pleno;6;;;
18/6/2010;Proyecto de Ley Reformatoria del Código Penal;Cod. AN-2014-506 / 35505;VILLACRÉS BARAHONA MERCEDES DEL SOCORRO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;4;;;
16/6/2010;Proyecto de Ley Reformatoria al Código Penal para la Tipificación del Delito de Sicariato;Cod. AN-2014-505 / 35315;CRUZ RAMÍREZ GUILLERMINA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;3;;;
16/6/2010;Proyecto de Ley de Fomento y Desarrollo del Sector Cacaotero ;Cod. AN-2014-504 / 35273;RODRÍGUEZ FÉLIX SARUKA MARÍA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;6;;;
11/6/2010;Proyecto de Ley Orgánica de Consulta a las Comunas, Comunidades, Pueblos y Nacionalidades del Ecuador ;Cod. AN-2014-503 / 348221;YANTALEMA CAÍN GERÓNIMO CASIMIRO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;9;;;
10/6/2010;Proyecto de Ley Reformatoria al Artículo Innumerado 5 del Título V del Libro II del Código de la Niñez y Adolescencia;Cod. AN-2014-501 / 34690;EVELYN PAMELA FALCONI LOQUI;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Segundo Debate en el Pleno;2;;;
10/6/2010;Proyecto de Ley Reformatoria a la Ley Reformatoria para la Equidad Tributaria ;Cod. AN-2014-502 / 34734;JOSE CLEVER  JIMENEZ CABRERA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;6;;;
10/6/2010;Proyecto de Ley Reformatoria del Código Orgánico de la Función Judicial ;Cod. AN-2014-500 / 34673;ANDRES TARQUINO PAEZ BENALCAZAR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;40;;;
9/6/2010;Proyecto de Ley Orgánica Reformatoria del Art. 164 de la Codificación del Código Tributario, promulgado en el Suplemento del R.O. No. 38 de 14 de junio de 2005;Cod. AN-2014-499 / 34477;ABDALA JAIME BUCARAM PULLEY;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Segundo Debate;5;;;
9/6/2010;Proyecto de Ley que Garantiza la Seguridad Social a las Mujeres que Realizan Trabajo Doméstico no Remunerado;Cod. AN-2014-498 / 34438;SALGADO ANDRADE SILVIA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Unificado / ;29;;;
8/6/2010;Proyecto de Ley Reformatoria de la Ley Reformatoria al Título V, Libro II, del Código Orgánico de la Niñez y Adolescencia, promulgada en el Suplemento del Registro Oficial No. 643 del 28 de julio de 2009;Cod. AN-2014-496 / 34288;ABDALA JAIME BUCARAM PULLEY;asambleista / asamblea nacional;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Segundo Debate en el Pleno;5;;;
8/6/2010;Proyecto de Ley para la Reparación de las Víctimas y judicialización de graves violaciones de derechos humanos y delitos de lesa humanidad ocurridos en el Ecuador entre el 4 de octubre de 1983 y el 31 de diciembre de 2008 ;Cod. AN-2014-497 / 34345;GUTIÉRREZ VERA FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Archivado;2;;;
4/6/2010;Proyecto de Ley Reformatoria a la Ley para Reprimir el Lavado de Activos;Cod. AN-2014-492 / 34066;GARCIA CARRIÓN DIEGO;PROCURADOR GENERLA DEL ESTADO / PROCURADURIA GENERAL DEL ESTADO;Comisión de Régimen Económico y Tributario y su Regulación y Control;Publicado / ;1;;;
3/6/2010;Proyecto de Ley Reformatoria de la Ley Orgánica de la Función Legislativa;Cod. AN-2014-491 / 33988;SALGADO ANDRADE SILVIA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;29;;;
3/6/2010;Proyecto de Ley Reformatoria al Código Orgánico de la Niñez y Adolescenci;Cod. AN-2014-488 / 33928;TAIANO ÁLVAREZ VICENTE;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Segundo Debate en el Pleno;4;;;
3/6/2010;Proyecto de Ley Reformatoria del Código Penal Ecuatoriano;Cod. AN-2014-489 / 33960;TAIANO ÁLVAREZ VICENTE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;4;;;
3/6/2010;Proyecto de Ley de Reforma a la Ley de Régimen Tributario Interno;Cod. AN-2014-494 / 33927;DAVILA EGUES RAFAEL;Asambleísta / Asamblea Nacional;No Asignada;No Calificado / Archivado;10;;;
3/6/2010;Proyecto de Ley de Importación, Fabricación, Almacenamiento, Transporte y Tenencia de Armas, Municiones, Explosivos y Accesorios, y Reformas al Código Penal y Código de la Niñez y Adolescencia;Cod. AN-2014-490 / 33963;CEDEÑO BARBERAN RAMON VICENTE;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;5;;;
3/6/2010;Proyecto de Ley Reformatoria a la Ley Reformatoria para la Equidad Tributaria del Ecuador;Cod. AN-2014-495 / 34028;MAGALI MARGOT ORELLANA MARQUINEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;10;;;
2/6/2010;Proyecto de Ley Orgánica para el Control del Tabaco y sus Efectos Nocivos en la Salud y Derogatoria de la Ley Orgánica Reformatoria a la Ley Orgánica de Defensa del Consumidor;Cod. AN-2014-493 / 33718;JAIME ABDALÁ BUCARAM PULLEY,  MARÍA GABRIELA PAZMIÑO PINO;ASAMBLEISTAS / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / ;3;;;
1/6/2010;Proyecto de Ley Reformatoria al Código Penal que Sanciona los Delitos de Usura ;Cod. AN-2014-487 / 33559;PACO FIERRO OVIEDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;28;;;
1/6/2010;Proyecto de Ley Reformatoria al Art. 32 del Código de Ejecución de Penas;Cod. AN-2014-485 / 33556;PACO FIERRO OVIEDO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;28;;;
1/6/2010;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de la Función Judicial;Cod. AN-2014-486 / 33557;PACO FIERRO OVIEDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;28;;;
26/5/2010;Proyecto de Ley Reformatoria a la Ley de Minería ;Cod. AN-2014-484 / 33046;JOSE CLEVER  JIMENEZ CABRERA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;6;;;
25/5/2010;Proyecto de Ley Reformatoria a la Ley de Seguridad Social;Cod. AN-2014-483 / 32766; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;109;;;
18/5/2010;Proyecto de Ley Reformatoria a la Ley Orgánica de la Función Legislativa;Cod. AN-2014-481 / 32330;VIRGILIO HUMBERTO HERNANDEZ ENRIQUEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;5;;;
18/5/2010;Proyecto de Ley que Reforma el Artículo innumerado 5 de la Ley Reformatoria al Título V, Libro II, del Código Orgánico de la Niñez y Adolescencia;Cod. AN-2014-482 / 32334;BONILLA SALCEDO VIVIANA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Segundo Debate en el Pleno;8;;;
18/5/2010;Proyecto de Ley Reformatoria del Artículo 328 del Código Orgánico de la Función Judicial;Cod. AN-2014-480 / 32282;CYNTHIA  VITERI JIMENEZ;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;8;;;
12/5/2010;Proyecto de Ley Orgánica Reformatoria a la Ley de la Función Legislativa;Cod. AN-2014-479 / 31709;QUIROLA FERNÁNDEZ VICTOR MANUEL ;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;3;;;
7/5/2010;Proyecto de Ley Orgánica de Derechos Linguisticos de los Pueblos y Nacionalidades Indígenas;Cod. AN-2014-478 / 31231;CUJI COELLO HENRY ALBERTO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;11;;;
6/5/2010;Proyecto de Ley Reformatoria de la Ley de Seguridad Social ;Cod. AN-2014-477 / 31075;VELEZ PALACIO NIVEA LUZ MARÍA;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;Publicado / ;14;;;
4/5/2010;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de la Función Legislativa;Cod. AN-2014-476 / 30675;SALGADO ANDRADE SILVIA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;29;;;
28/4/2010;Proyecto de Ley del Sector Financiero Popular y Solidario;Cod. AN-2014-475 / 29982;BETTY CARRILLO;ASAMBLESITA / AAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;1;;;
27/4/2010;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de la Función Legislativa;Cod. AN-2014-474 / 29782;VITERI VELASCO LEONARDO OCTAVIO VICENTE;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;7;;;
23/4/2010;Proyecto de Ley Reformatoria a la Ley de la Función Legislativa;Cod. AN-2014-473 / 29466;CÁCERES CORTÉZ FERNANDO;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;5;;;
20/4/2010;Proyecto de Ley Reformatoria a la Ley Orgánica de la Función Legislativa;Cod. AN-2014-472 / 29125;TERÁN ACOSTA MARCO RAMIRO;ASAMBLESITA / ASAMBLEA ANCIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;5;;;
20/4/2010;Proyecto de Ley Reformatoria de la Ley Orgánica de la Función Legislativa;Cod. AN-2014-471 / 29048;MONCAYO GALLEGOS PACO ROSENDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;7;;;
13/4/2010;Proyecto de Ley de Condonación de Intereses y Multas a los Usuarios del Servicio Público de Agua de Consumo Humano;Cod. AN-2014-470 / 28328;SAMANIEGO ESCUDERO CARLOS BISMARK;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;3;;;
31/3/2010;Proyecto de Ley Reformatoria del Código Penal;Cod. AN-2014-468 / 27017;VILLACRÉS BARAHONA MERCEDES DEL SOCORRO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Segundo Debate;4;;;
31/3/2010;Proyecto de Ley Reformatoria del Art. 2, literal a), de la Ley de Maternidad Gratuita;Cod. AN-2014-469 / 27019;VILLACRÉS BARAHONA MERCEDES DEL SOCORRO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;4;;;
30/3/2010;Proyecto de Ley Reformatoria a la Ley Orgánica del Régimen de la Soberanía Alimentaria;Cod. AN-2014-465 / 26919;DE LA CRUZ JOSE PEDRO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Biodiversidad y Recursos Naturales;Publicado / ;5;;;
30/3/2010;Proyecto de Ley de Desarrollo de los Cantones Fronterizos;Cod. AN-2018-1293 / 26913;CARLOS ALBERTO VELASCO ENRIQUEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Publicado / ;6;;;
30/3/2010;Proyecto de Ley de Bomberas y Bomberos;Cod. AN-2014-467 / 26904;VINICIO VETHOWEN  CHICA AREVALO;ASAMBLESITA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;5;;;
25/3/2010;Proyecto de Ley Reformatoria de la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial;Cod. AN-2014-464 / 26438;CEDEÑO BARBERAN RAMON VICENTE;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;5;;;
24/3/2010;Proyecto de Ley Reformatoria de la Ley de Seguridad Social;Cod. AN-2014-463 / 26192;ALTAFUYA LOOR LINDER MAXIMILIANO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;Publicado / ;10;;;
22/3/2010;Proyecto de Ley para la Zonificación y Ordenamiento Forestal Sostenible, con Fines de Producción de Bienes y Servicios Forestales Maderables y No Maderables en el Territorio Ecuatoriano ;Cod. AN-2014-462 / 25830;JOSE GABRIEL RIVERA LOPEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;6;;;
18/3/2010;Proyecto de Ley de Protección a la Intimidad y a los Datos Personales;Cod. AN-2014-459 / 25508;VINICIO VETHOWEN  CHICA AREVALO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Archivado;5;;;
18/3/2010;Proyecto de Ley de Expropiación de Tierras a Favor de los Posesionarios de Terrenos Ubicados en el Cantón La Troncal, Provincia del Cañar, a través de su Gobierno Municipal Autónomo;Cod. AN-2014-460 / 25624;ROMO CARPIO WILSON FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Archivado / ;6;;;
18/3/2010;Proyecto de Ley Reformatoria del Código Penal;Cod. AN-2014-461 / 25677;VITERI VELASCO LEONARDO OCTAVIO VICENTE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;7;;;
16/3/2010;Proyecto de Ley Orgánica de Libertad e Igualdad Religiosa;Cod. AN-2014-458 / S/N;MURILLO ILBAY MARCO RAMIRO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Archivado;12;;;
10/3/2010;Proyecto de Ley Reformatoria de la Ley de Seguridad Social en Beneficio de las Personas que Realizan Trabajo Doméstico No Remunerado;Cod. AN-2014-457 / 24635;CYNTHIA  VITERI JIMENEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;Publicado / ;8;;;
5/3/2010;Proyecto de Ley de Creación, Promoción y Fomento de Micro, Pequeñas y Medianas Empresas;Cod. AN-2014-456 / 24094;VITERI VELASCO LEONARDO OCTAVIO VICENTE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;En trámite / Difusión para Segundo Debate;7;;;
3/3/2010;Proyecto de Ley de Legalización de Terrenos a Favor de los Moradores y Posesionarios de Predios que se encuentran dentro de la Jurisdicción del Cantón Buena Fé ;Cod. AN-2014-455 / 23733; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Archivado / ;109;;;
12/2/2010;Proyecto de Ley Reformatoria a la Ley del Anciano ;Cod. AN-2014-454 / 22686;PACO FIERRO OVIEDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Difusión para Segundo Debate;28;;;
10/2/2010;Proyecto de Ley Reformatoria a la Ley Orgánica Electoral o Código de la Democracia;Cod. AN-2014-453 / 22462;MARIA SOLEDAD  VELA CHERONI;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Publicado / ;8;;;
10/2/2010;Proyecto de Ley Interpretativa al Decreto Legislativo publicado en el Registro Oficial No. 971 de 20 de junio de 1996 y Ley No. 2003-5, publicada en el RO No. 90 de 27 de mayo de 2003 ;Cod. AN-2014-452 / 22375;VIRGILIO HUMBERTO HERNANDEZ ENRIQUEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Publicado / ;5;;;
9/2/2010;Proyecto de Ley Derogatoria del Art. 38 de la Ley de Migración y de Amnistía a favor de los ciudadanos haitianos que se encuentran en situación irregular en el territorio ecuatoriano;Cod. AN-2014-450 / 22261; CORREA DELGADO RAFAEL;PRESIDENTE CONSTITUCIONAL DEL ECUADOR / PRESIDENCIA DEL ECUADOR;Comisión de Relaciones Internacionales y Movilidad Humana;Publicado / ;109;;;
9/2/2010;Proyecto de Ley Reformatoria a la Ley de Seguridad Social;Cod. AN-2014-449 / 22153;PANCHANA FARRA ROLANDO JOSÉ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;Publicado / ;5;;;
9/2/2010;Proyecto de Ley Reformatoria a la Ley de Seguridad Social ;Cod. AN-2014-451 / 22247;VELEZ PALACIO NIVEA LUZ MARÍA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Unificado / ;14;;;
2/2/2010;Proyecto de Ley Orgánica de Coordinación y Cooperación entre la Jurisdicción Indígena y la Jurisdicción Ordinaria;Cod. AN-2014-448 / 21322;LOURDES LICENIA TIBAN GUALA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Primer Debate en el Pleno;15;;;
29/1/2010;Proyecto de Ley de Trasplante de Organos, Tejidos y Células;Cod. AN-2014-447 / 20884;CARLOS ALBERTO VELASCO ENRIQUEZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / ;6;;;
20/1/2010;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial;Cod. AN-2014-445 / 19797;MARIA SOLEDAD  VELA CHERONI;ASAMBLESITA / ASAMBLEA NACIONAL;No Asignada;En trámite / Registro del Proyecto;8;;;
20/1/2010;Proyecto de Ley Reformatoria al Código Penal y Código de Procedimiento Penal Ecuatoriano;Cod. AN-2014-446 / 19807;GONZALEZ ROSADO SUSANA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;1;;;
19/1/2010;Proyecto de Ley Reformatoria al Código Orgánico de la Función Judicial ;Cod. AN-2014-444 / 19648;CÁCERES CORTÉZ FERNANDO;ASAMBLESITA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;5;;;
13/1/2010;Proyecto de Ley Orgánica de Responsabilidad y Mala Práctica Médica;Cod. AN-2014-443 / 19054; PAZMIÑO PINO MARÍA GABRIELA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;2;;;
